feature_type,feature_code,geometry,created_at
﻿Cột điện,cot_dien,"POINT [108.25325846672058, 15.980122517299888]",2025-11-23T04:03:31.066Z
﻿Cột điện,cot_dien,"POINT [108.25325310230257, 15.979601647275496]",2025-11-23T04:03:32.630Z
﻿Cột điện,cot_dien,"POINT [108.2505387067795, 15.978993104341365]",2025-11-23T04:03:34.938Z
﻿Cột điện,cot_dien,"POINT [108.25096249580385, 15.979039518698142]",2025-11-23T04:03:39.874Z
﻿Cột điện,cot_dien,"POINT [108.2519817352295, 15.979029204397571]",2025-11-23T04:03:41.671Z
﻿Cột điện,cot_dien,"POINT [108.25150966644287, 15.979049832998191]",2025-11-23T04:03:40.729Z
﻿Cột điện,cot_dien,"POINT [108.2524484395981, 15.979039518698142]",2025-11-23T04:03:42.546Z
﻿Cột điện,cot_dien,"POINT [108.25337648391725, 15.978441288385795]",2025-11-23T04:03:45.527Z
﻿Cột điện,cot_dien,"POINT [108.25329065322876, 15.979024047247083]",2025-11-23T04:03:43.815Z
﻿Cột điện,cot_dien,"POINT [108.25270593166353, 15.978461917047023]",2025-11-23T04:03:46.395Z
﻿Cột điện,cot_dien,"POINT [108.25197100639345, 15.978446445551297]",2025-11-23T04:03:48.173Z
﻿Cột điện,cot_dien,"POINT [108.25232505798341, 15.978436131220143]",2025-11-23T04:03:47.372Z
﻿Cột điện,cot_dien,"POINT [108.25125217437746, 15.978456759881917]",2025-11-23T04:03:49.839Z
﻿Cột điện,cot_dien,"POINT [108.25069427490236, 15.978441288385795]",2025-11-23T04:03:51.021Z
﻿Cột điện,cot_dien,"POINT [108.25155794620515, 15.978461917047023]",2025-11-23T04:03:49.083Z
﻿Cột điện,cot_dien,"POINT [108.25017392635347, 15.978472231376841]",2025-11-23T04:03:53.091Z
﻿Cột điện,cot_dien,"POINT [108.24941217899324, 15.978503174363118]",2025-11-23T04:03:54.761Z
﻿Cột điện,cot_dien,"POINT [108.24977695941926, 15.978477388541554]",2025-11-23T04:03:55.506Z
﻿Cột điện,cot_dien,"POINT [108.25349986553194, 15.980859984421276]",2025-11-23T04:04:01.940Z
﻿Cột điện,cot_dien,"POINT [108.2533121109009, 15.981298337715803]",2025-11-23T04:04:01.043Z
﻿Cột điện,cot_dien,"POINT [108.25301170349123, 15.980906398344976]",2025-11-23T04:04:03.093Z
﻿Cột điện,cot_dien,"POINT [108.25285077095033, 15.980411315936985]",2025-11-23T04:04:04.184Z
﻿Cột điện,cot_dien,"POINT [108.24286222457887, 15.97826594467944]",2025-11-23T04:44:58.302Z
﻿Trạm điện,tram_dien,"POINT [108.24751317501068, 15.975419166539023]",2025-11-23T04:45:56.081Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25003981590272, 15.977574882693615], [108.25003981590272, 15.97437224337912], [108.24725568294527, 15.974361928837997], [108.24718594551088, 15.971912210265302], [108.24968576431276, 15.971850322249944]]",2025-11-23T04:47:43.843Z
﻿Cống thoát nước,cong_thoat_nuoc,"LINESTRING [[108.25121462345125, 15.973851358387558], [108.253510594368, 15.973897773936878], [108.25346767902374, 15.972897258600511]]",2025-11-23T04:47:54.635Z
﻿Cống thoát nước,cong_thoat_nuoc,"LINESTRING [[108.25345158576967, 15.975842060055687], [108.2534784078598, 15.973985447722884]]",2025-11-23T04:48:08.454Z
﻿Cống thoát nước,cong_thoat_nuoc,"LINESTRING [[108.25349986553194, 15.976038034796993], [108.25123071670534, 15.976001934201172]]",2025-11-23T04:48:01.854Z
﻿Cống thoát nước,cong_thoat_nuoc,"LINESTRING [[108.25351595878602, 15.9747590382879], [108.25123608112337, 15.97479513910791]]",2025-11-23T04:48:23.695Z
﻿Đèn đường,den_duong,"POINT [108.24995398521425, 15.977435638571766]",2025-11-23T05:02:25.621Z
﻿Đèn đường,den_duong,"POINT [108.25001299381258, 15.97679098859689]",2025-11-23T05:02:29.127Z
﻿Đèn đường,den_duong,"POINT [108.24995934963226, 15.977162307236007]",2025-11-23T05:02:27.390Z
﻿Đèn đường,den_duong,"POINT [108.25000226497652, 15.975862688984856]",2025-11-23T05:02:31.442Z
﻿Đèn đường,den_duong,"POINT [108.24998617172243, 15.976223694901213]",2025-11-23T05:02:30.299Z
﻿Đèn đường,den_duong,"POINT [108.25000762939455, 15.975383065831565]",2025-11-23T05:02:33.049Z
﻿Đèn đường,den_duong,"POINT [108.24998617172243, 15.974769352808563]",2025-11-23T05:02:34.278Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.17559242248537, 16.009598455267355], [108.1803560256958, 16.00910344392168], [108.180570602417, 16.008402175748166], [108.18039894104005, 16.00485454607445], [108.18353176116945, 16.004194514997046], [108.18396091461183, 16.006215853283706], [108.180570602417, 16.006257104872486], [108.18082809448244, 16.00836092460245], [108.18499088287355, 16.008030915129936], [108.18413257598878, 16.002214408680103], [108.18623542785646, 16.0024206706705], [108.18649291992189, 16.00580333692732]]",2025-11-23T05:08:02.961Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.18421840667726, 16.001554368879813], [108.17705154418947, 16.00427701900099], [108.17409038543703, 16.003121959844975]]",2025-11-23T05:08:09.476Z
﻿Trạm sạc,tram_sac,"POINT [108.13862086409488, 16.095170559226297]",2025-11-23T05:50:43.498Z
﻿Trạm sạc,tram_sac,"POINT [108.15326011781019, 16.08752292479672]",2025-11-23T05:48:31.326Z
﻿Trạm sạc,tram_sac,"POINT [108.1099372593689, 16.072125376709575]",2025-11-23T05:54:01.808Z
﻿Trạm sạc,tram_sac,"POINT [108.14238919302645, 16.090906848092896]",2025-11-23T05:50:12.773Z
﻿Trạm sạc,tram_sac,"POINT [108.10128450393678, 16.0646195909642]",2025-11-23T05:55:08.212Z
﻿Trạm sạc,tram_sac,"POINT [108.1210469986169, 16.08008380278226]",2025-11-23T05:52:29.842Z
﻿Trạm sạc,tram_sac,"POINT [108.159875515316, 16.08142369039805]",2025-11-23T05:57:04.800Z
﻿Trạm sạc,tram_sac,"POINT [108.15858716397695, 16.069320833537]",2025-11-23T05:58:01.133Z
﻿Trạm sạc,tram_sac,"POINT [108.17728498007908, 16.07598569091242]",2025-11-23T05:59:00.790Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24997544288637, 15.983340535697376], [108.24602723121644, 15.983304436419107]]",2025-11-23T06:07:48.280Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24468076229097, 15.978080286469941], [108.24471294879913, 15.981824360401383]]",2025-11-23T06:07:34.519Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25005054473878, 15.977610983005691], [108.25005590915681, 15.97437740064949], [108.24723422527315, 15.974367086108622]]",2025-11-23T06:07:17.966Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25349986553194, 15.981932659017906], [108.25015246868135, 15.981994543915302]]",2025-11-23T06:07:57.917Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25367689132692, 15.983077526520857], [108.25367152690889, 15.98193781609341]]",2025-11-23T06:07:53.031Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24615597724916, 15.978049343418274], [108.24617207050325, 15.979911075176254]]",2025-11-23T06:07:24.699Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25126826763154, 15.981783103770152], [108.25125753879549, 15.98044741573731]]",2025-11-23T06:08:06.933Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25499653816223, 15.977765698555075], [108.25487852096559, 15.974258783397428]]",2025-11-23T06:08:45.124Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25079619884492, 15.981865617024104], [108.25079619884492, 15.980401001707111]]",2025-11-23T06:08:11.198Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25366079807283, 15.981860459946729], [108.25363934040071, 15.978204058628737]]",2025-11-23T06:08:25.682Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25633764266969, 15.98308784061273], [108.26026439666748, 15.982221455041985], [108.25994253158571, 15.980689799942224]]",2025-11-23T06:08:33.995Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.25002372264863, 15.981881088255436], [108.25002372264863, 15.979220018872184]]",2025-11-23T06:08:20.442Z
﻿Trạm điện,tram_dien,"POINT [108.25069963932039, 15.980566029321086]",2025-11-23T06:11:38.359Z
﻿Trạm điện,tram_dien,"POINT [108.24868261814119, 15.980401001707111]",2025-11-23T06:11:35.545Z
﻿Trạm điện,tram_dien,"POINT [108.25264155864717, 15.980643385968271]",2025-11-23T06:11:40.190Z
﻿Trạm điện,tram_dien,"POINT [108.25137555599213, 15.979039518698142]",2025-11-23T06:11:42.007Z
﻿Trạm điện,tram_dien,"POINT [108.25286149978639, 15.979044675848236]",2025-11-23T06:11:44.340Z
﻿Trạm điện,tram_dien,"POINT [108.25970113277435, 15.982267868649831]",2025-11-23T06:11:48.009Z
﻿Trạm điện,tram_dien,"POINT [108.2637416860262, 15.982691713867295]",2025-11-23T06:11:50.173Z
﻿Đèn đường,den_duong,"POINT [108.26089203357698, 15.97712104964346]",2025-11-23T09:21:09.384Z
﻿Đèn đường,den_duong,"POINT [108.26088666915895, 15.976084449839192]",2025-11-23T09:21:11.854Z
﻿Đèn đường,den_duong,"POINT [108.26088666915895, 15.97745626733668]",2025-11-23T09:21:07.770Z
﻿Đèn đường,den_duong,"POINT [108.26089739799501, 15.976589857379693]",2025-11-23T09:21:10.463Z
﻿Đèn đường,den_duong,"POINT [108.26087057590486, 15.975625456170981]",2025-11-23T09:21:12.820Z
﻿Đèn đường,den_duong,"POINT [108.26087057590486, 15.975367594097806]",2025-11-23T09:21:14.310Z
﻿Đèn đường,den_duong,"POINT [108.26088130474092, 15.974970485855344]",2025-11-23T09:21:15.246Z
﻿Đèn đường,den_duong,"POINT [108.26089739799501, 15.974521804165823]",2025-11-23T09:21:16.320Z
﻿Đèn đường,den_duong,"POINT [108.26088130474092, 15.97408343602649]",2025-11-23T09:21:17.334Z
﻿Đèn đường,den_duong,"POINT [108.26088666915895, 15.973655381505141]",2025-11-23T09:21:18.868Z
﻿Đèn đường,den_duong,"POINT [108.26084375381471, 15.973392359598208]",2025-11-23T09:21:20.167Z
﻿Đèn đường,den_duong,"POINT [108.26087594032289, 15.97271675272381]",2025-11-23T09:21:21.190Z
﻿Đèn đường,den_duong,"POINT [108.26089739799501, 15.972025671577102]",2025-11-23T09:21:24.156Z
﻿Đèn đường,den_duong,"POINT [108.26090812683107, 15.972288695279826]",2025-11-23T09:21:23.074Z
﻿Đèn đường,den_duong,"POINT [108.2608598470688, 15.973149966554418]",2025-11-23T09:21:22.155Z
﻿Đèn đường,den_duong,"POINT [108.26087057590486, 15.97155635391572]",2025-11-23T09:21:25.518Z
﻿Đèn đường,den_duong,"POINT [108.26088666915895, 15.970860111402212]",2025-11-23T09:21:28.127Z
﻿Đèn đường,den_duong,"POINT [108.26090812683107, 15.970550669507853]",2025-11-23T09:21:29.305Z
﻿Đèn đường,den_duong,"POINT [108.26089739799501, 15.97030827302321]",2025-11-23T09:21:30.082Z
﻿Đèn đường,den_duong,"POINT [108.26089203357698, 15.970117450052232]",2025-11-23T09:21:31.340Z
﻿Đèn đường,den_duong,"POINT [108.25538277626038, 15.977703812349683]",2025-11-23T09:21:44.114Z
﻿Đèn đường,den_duong,"POINT [108.25862288475038, 15.977822427559879]",2025-11-23T09:21:50.787Z
﻿Đèn đường,den_duong,"POINT [108.25748562812805, 15.977781170103434]",2025-11-23T09:21:48.201Z
﻿Đèn đường,den_duong,"POINT [108.2559782266617, 15.977781170103434]",2025-11-23T09:21:45.596Z
﻿Đèn đường,den_duong,"POINT [108.25998008251192, 15.977776012920783]",2025-11-23T09:21:52.073Z
﻿Đèn đường,den_duong,"POINT [108.2559782266617, 15.983794354639773]",2025-11-23T09:53:30.770Z
﻿Đèn đường,den_duong,"POINT [108.25613915920259, 15.984284271660504]",2025-11-23T09:53:31.822Z
﻿Đèn đường,den_duong,"POINT [108.25623571872711, 15.984820600496814]",2025-11-23T09:53:34.004Z
﻿Đèn đường,den_duong,"POINT [108.25655758380891, 15.986274869527657]",2025-11-23T09:53:41.080Z
﻿Đèn đường,den_duong,"POINT [108.25636982917787, 15.985382712829804]",2025-11-23T09:53:35.999Z
﻿Đèn đường,den_duong,"POINT [108.2564824819565, 15.985867468985958]",2025-11-23T09:53:37.170Z
﻿Đèn đường,den_duong,"POINT [108.25665414333345, 15.986677112286278]",2025-11-23T09:55:36.023Z
﻿Đèn đường,den_duong,"POINT [108.25679361820222, 15.987223748584519]",2025-11-23T09:55:36.860Z
﻿Đèn đường,den_duong,"POINT [108.25709939002991, 15.986635856655967]",2025-11-23T09:55:43.898Z
﻿Đèn đường,den_duong,"POINT [108.25720131397249, 15.987172179186267]",2025-11-23T09:55:39.225Z
﻿Đèn đường,den_duong,"POINT [108.25687408447267, 15.985913881747777]",2025-11-23T09:56:23.756Z
﻿Đèn đường,den_duong,"POINT [108.25664341449739, 15.984758716473701]",2025-11-23T09:56:26.926Z
﻿Đèn đường,den_duong,"POINT [108.25701355934144, 15.986264555600126]",2025-11-23T09:56:20.146Z
﻿Đèn đường,den_duong,"POINT [108.25677752494812, 15.985356927894978]",2025-11-23T09:56:25.220Z
﻿Đèn đường,den_duong,"POINT [108.25655758380891, 15.984299742704783]",2025-11-23T09:56:28.560Z
﻿Đèn đường,den_duong,"POINT [108.25643956661226, 15.983768569500185]",2025-11-23T09:56:29.538Z
﻿Đèn đường,den_duong,"POINT [108.25404703617097, 15.984779344483538]",2025-11-23T09:56:38.018Z
﻿Đèn đường,den_duong,"POINT [108.25606405735017, 15.985547736334016]",2025-11-23T09:56:41.800Z
﻿Đèn đường,den_duong,"POINT [108.2544654607773, 15.985052665412915]",2025-11-23T09:56:38.781Z
﻿Đèn đường,den_duong,"POINT [108.25544178485872, 15.985377555843113]",2025-11-23T09:56:39.916Z
﻿Đèn đường,den_duong,"POINT [108.25511991977693, 15.98680603607617]",2025-11-23T09:56:45.519Z
﻿Đèn đường,den_duong,"POINT [108.24269056320192, 15.984433825038296]",2025-11-23T09:57:29.895Z
﻿Đèn đường,den_duong,"POINT [108.24189662933351, 15.985300201026641]",2025-11-23T09:57:29.061Z
﻿Đèn đường,den_duong,"POINT [108.24404239654542, 15.983649957815238]",2025-11-23T09:57:31.002Z
﻿Đèn đường,den_duong,"POINT [108.24552297592165, 15.983340535697376]",2025-11-23T09:57:31.870Z
﻿Đèn đường,den_duong,"POINT [108.24672460556032, 15.983464304601958]",2025-11-23T09:57:32.828Z
﻿Đèn đường,den_duong,"POINT [108.24904203414918, 15.983381792007398]",2025-11-23T09:57:33.688Z
﻿Đèn đường,den_duong,"POINT [108.2431411743164, 15.98323739488506]",2025-11-23T09:57:39.642Z
﻿Đèn đường,den_duong,"POINT [108.24477195739748, 15.982680433579572]",2025-11-23T09:57:38.263Z
﻿Đèn đường,den_duong,"POINT [108.24674606323244, 15.982659805353292]",2025-11-23T09:57:37.436Z
﻿Đèn đường,den_duong,"POINT [108.24202537536623, 15.983876867064147]",2025-11-23T09:57:40.446Z
﻿Đèn đường,den_duong,"POINT [108.24112415313722, 15.984867013501562]",2025-11-23T09:57:41.518Z
﻿Đèn đường,den_duong,"POINT [108.24251890182497, 15.986909175048254]",2025-11-23T09:57:50.824Z
﻿Đèn đường,den_duong,"POINT [108.24337720870973, 15.987693029497658]",2025-11-23T09:57:52.076Z
﻿Đèn đường,den_duong,"POINT [108.2447934150696, 15.988662529434865]",2025-11-23T09:57:53.104Z
﻿Đèn đường,den_duong,"POINT [108.24578046798707, 15.989425749482967]",2025-11-23T09:57:54.002Z
﻿Đèn đường,den_duong,"POINT [108.23996543884279, 15.987873521863323]",2025-11-23T09:59:55.400Z
﻿Đèn đường,den_duong,"POINT [108.23831856250764, 15.990163182302773]",2025-11-23T09:59:58.085Z
﻿Đèn đường,den_duong,"POINT [108.2388871908188, 15.989353553116686]",2025-11-23T09:59:57.146Z
﻿Đèn đường,den_duong,"POINT [108.23727250099184, 15.991663823907802]",2025-11-23T10:00:02.156Z
﻿Đèn đường,den_duong,"POINT [108.23933243751526, 15.98874503985077]",2025-11-23T09:59:56.311Z
﻿Đèn đường,den_duong,"POINT [108.23778212070467, 15.990916082935183]",2025-11-23T10:00:01.066Z
﻿Đèn đường,den_duong,"POINT [108.23895692825317, 15.988518136125084]",2025-11-23T10:00:09.774Z
﻿Đèn đường,den_duong,"POINT [108.23855459690095, 15.989121493191359]",2025-11-23T10:00:08.069Z
﻿Đèn đường,den_duong,"POINT [108.23795914649965, 15.989987848871785]",2025-11-23T10:00:07.073Z
﻿Đèn đường,den_duong,"POINT [108.23742270469667, 15.990771691252803]",2025-11-23T10:00:04.483Z
﻿Đèn đường,den_duong,"POINT [108.23962748050691, 15.987662087932899]",2025-11-23T10:00:10.616Z
﻿Đèn đường,den_duong,"POINT [108.23702037334442, 15.991529746421923]",2025-11-23T10:00:03.479Z
﻿Cột điện,cot_dien,"POINT [108.23809325695038, 15.98980735841458]",2025-11-23T10:01:27.672Z
﻿Cột điện,cot_dien,"POINT [108.23942363262178, 15.987919934159583]",2025-11-23T10:01:29.398Z
﻿Cột điện,cot_dien,"POINT [108.23992252349855, 15.98721859164531]",2025-11-23T10:01:30.706Z
﻿Cột điện,cot_dien,"POINT [108.24045896530153, 15.987182493066978]",2025-11-23T10:01:31.772Z
﻿Cột điện,cot_dien,"POINT [108.23968648910522, 15.988162309309523]",2025-11-23T10:01:32.676Z
﻿Cột điện,cot_dien,"POINT [108.23872625827791, 15.9889513157416]",2025-11-23T10:01:28.347Z
﻿Cột điện,cot_dien,"POINT [108.23904275894166, 15.989131806971526]",2025-11-23T10:01:33.407Z
﻿Cột điện,cot_dien,"POINT [108.23850095272066, 15.989817672159381]",2025-11-23T10:01:34.641Z
﻿Cột điện,cot_dien,"POINT [108.23802888393404, 15.990580887798293]",2025-11-23T10:01:36.233Z
﻿Cột điện,cot_dien,"POINT [108.23744952678682, 15.991436923494408]",2025-11-23T10:01:37.319Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.25694918632509, 15.988672843238708]",2025-11-23T10:02:29.131Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.25216412544252, 15.989972378267556]",2025-11-23T10:02:27.026Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.24510455131532, 15.989136963861412]",2025-11-23T10:02:24.853Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.17996442317964, 16.063253494903105]",2025-11-23T14:47:51.308Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.21001052856445, 16.045555682304627]",2025-11-23T14:47:08.238Z
﻿Trạm sạc,tram_sac,"POINT [108.20929169654846, 16.025133968804436]",2025-11-23T14:46:46.250Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.18690061569215, 16.065779416152623]",2025-11-23T14:47:28.536Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.20607841014863, 16.059103697528574]",2025-11-23T14:47:19.320Z
﻿Cột điện,cot_dien,"POINT [108.25691163539886, 15.987914777238311]",2025-11-23T15:07:39.022Z
﻿Cột điện,cot_dien,"POINT [108.25663268566133, 15.986470834049586]",2025-11-23T15:07:42.765Z
﻿Cột điện,cot_dien,"POINT [108.25669705867769, 15.986873076414073]",2025-11-23T15:07:41.947Z
﻿Cột điện,cot_dien,"POINT [108.25631082057954, 15.985114549345065]",2025-11-23T15:07:45.662Z
﻿Cột điện,cot_dien,"POINT [108.25643956661226, 15.985743701568415]",2025-11-23T15:07:44.292Z
﻿Cột điện,cot_dien,"POINT [108.25620889663698, 15.984645262381633]",2025-11-23T15:07:47.630Z
﻿Cột điện,cot_dien,"POINT [108.25384855270387, 15.98335600681463]",2025-11-23T15:07:52.109Z
﻿Cột điện,cot_dien,"POINT [108.25604259967805, 15.984031577768084]",2025-11-23T15:07:48.825Z
﻿Cột điện,cot_dien,"POINT [108.25532913208009, 15.9833714779307]",2025-11-23T15:07:50.313Z
﻿Cột điện,cot_dien,"POINT [108.25712084770203, 15.98695043062218]",2025-11-23T15:07:57.841Z
﻿Cột điện,cot_dien,"POINT [108.25671315193178, 15.98505782240799]",2025-11-23T15:07:54.793Z
﻿Cột điện,cot_dien,"POINT [108.25462639331819, 15.983361163853456]",2025-11-23T15:07:52.895Z
﻿Cột điện,cot_dien,"POINT [108.25724422931673, 15.987502223105395]",2025-11-23T15:07:58.977Z
﻿Cột điện,cot_dien,"POINT [108.25751781463624, 15.988672843238708]",2025-11-23T15:08:05.197Z
﻿Cột điện,cot_dien,"POINT [108.2573300600052, 15.987811638784873]",2025-11-23T15:08:00.865Z
﻿Cột điện,cot_dien,"POINT [108.25779139995576, 15.989817672159381]",2025-11-23T15:08:09.147Z
﻿Cột điện,cot_dien,"POINT [108.2575821876526, 15.988997727787716]",2025-11-23T15:08:06.641Z
﻿Cột điện,cot_dien,"POINT [108.25768411159517, 15.989467004537724]",2025-11-23T15:08:07.623Z
﻿Cột điện,cot_dien,"POINT [108.25783967971802, 15.99008067247205]",2025-11-23T15:08:10.189Z
﻿Cột điện,cot_dien,"POINT [108.25807571411134, 15.991014062945988]",2025-11-23T15:08:13.587Z
﻿Cột điện,cot_dien,"POINT [108.25793087482454, 15.99041586844754]",2025-11-23T15:08:10.975Z
﻿Cột điện,cot_dien,"POINT [108.25797379016876, 15.990730436467247]",2025-11-23T15:08:12.563Z
﻿Cột điện,cot_dien,"POINT [108.25817227363586, 15.991622569306337]",2025-11-23T15:08:15.683Z
﻿Cột điện,cot_dien,"POINT [108.25812399387361, 15.991318316357669]",2025-11-23T15:08:14.731Z
﻿Cột điện,cot_dien,"POINT [108.25826346874238, 15.991999017229078]",2025-11-23T15:08:16.683Z
﻿Cột điện,cot_dien,"POINT [108.25835466384889, 15.992267171481467]",2025-11-23T15:08:18.981Z
﻿Cột điện,cot_dien,"POINT [108.25793087482454, 15.992468286934706]",2025-11-23T15:08:20.462Z
﻿Cột điện,cot_dien,"POINT [108.25790405273439, 15.992282641908133]",2025-11-23T15:08:21.195Z
﻿Cột điện,cot_dien,"POINT [108.25779139995576, 15.991833999048835]",2025-11-23T15:08:23.473Z
﻿Cột điện,cot_dien,"POINT [108.25784504413606, 15.992076369454173]",2025-11-23T15:08:22.128Z
﻿Cột điện,cot_dien,"POINT [108.25770020484926, 15.991452393985321]",2025-11-23T15:08:25.141Z
﻿Cột điện,cot_dien,"POINT [108.25759291648866, 15.990890298713834]",2025-11-23T15:08:26.960Z
﻿Cột điện,cot_dien,"POINT [108.25763046741486, 15.991091415552164]",2025-11-23T15:08:26.235Z
﻿Cột điện,cot_dien,"POINT [108.25751245021821, 15.99069433852293]",2025-11-23T15:08:28.114Z
﻿Cột điện,cot_dien,"POINT [108.25747489929199, 15.990493221285158]",2025-11-23T15:08:29.407Z
﻿Cột điện,cot_dien,"POINT [108.25739979743959, 15.990240535238149]",2025-11-23T15:08:30.464Z
﻿Cột điện,cot_dien,"POINT [108.25737297534944, 15.990029103810555]",2025-11-23T15:08:31.690Z
﻿Cột điện,cot_dien,"POINT [108.25724959373476, 15.989477318300082]",2025-11-23T15:08:33.928Z
﻿Cột điện,cot_dien,"POINT [108.25731396675111, 15.989771260303588]",2025-11-23T15:08:32.954Z
﻿Cột điện,cot_dien,"POINT [108.25719058513643, 15.98920916030591]",2025-11-23T15:08:37.308Z
﻿Cột điện,cot_dien,"POINT [108.25709402561189, 15.98893068816209]",2025-11-23T15:08:39.158Z
﻿Cột điện,cot_dien,"POINT [108.25700819492342, 15.988296389053492]",2025-11-23T15:08:45.556Z
﻿Cột điện,cot_dien,"POINT [108.25842440128328, 15.992555952581787]",2025-11-23T15:08:55.266Z
﻿Cột điện,cot_dien,"POINT [108.25851023197175, 15.992922085162812]",2025-11-23T15:09:00.354Z
﻿Cột điện,cot_dien,"POINT [108.25800061225893, 15.992782851725108]",2025-11-23T15:08:56.722Z
﻿Cột điện,cot_dien,"POINT [108.25808107852937, 15.993123199957203]",2025-11-23T15:09:02.684Z
﻿Cột điện,cot_dien,"POINT [108.25857460498811, 15.993293373855963]",2025-11-23T15:09:04.508Z
﻿Cột điện,cot_dien,"POINT [108.25815081596375, 15.993473861166034]",2025-11-23T15:09:06.032Z
﻿Cột điện,cot_dien,"POINT [108.25866043567657, 15.993571839923268]",2025-11-23T15:09:10.172Z
﻿Cột điện,cot_dien,"POINT [108.2582312822342, 15.993870932674577]",2025-11-23T15:09:16.303Z
﻿Cột điện,cot_dien,"POINT [108.25874090194704, 15.993834835297301]",2025-11-23T15:09:13.325Z
﻿Cột điện,cot_dien,"POINT [108.2583010196686, 15.994139084415982]",2025-11-23T15:09:17.967Z
﻿Cột điện,cot_dien,"POINT [108.25879454612733, 15.994133927655112]",2025-11-23T15:09:20.003Z
﻿Đèn đường,den_duong,"POINT [108.25686872005464, 15.989668122807712]",2025-11-23T15:10:29.182Z
﻿Đèn đường,den_duong,"POINT [108.25639665126802, 15.989771260303588]",2025-11-23T15:10:29.755Z
﻿Đèn đường,den_duong,"POINT [108.25573146343233, 15.99000331947482]",2025-11-23T15:10:30.521Z
﻿Đèn đường,den_duong,"POINT [108.25464248657227, 15.991349257356644]",2025-11-23T15:10:33.191Z
﻿Đèn đường,den_duong,"POINT [108.25515210628511, 15.990390084161689]",2025-11-23T15:10:31.344Z
﻿Đèn đường,den_duong,"POINT [108.2548087835312, 15.990843887107028]",2025-11-23T15:10:32.089Z
﻿Đèn đường,den_duong,"POINT [108.25504481792451, 15.99078200494786]",2025-11-23T15:10:34.394Z
﻿Đèn đường,den_duong,"POINT [108.25610160827638, 15.9906118289114]",2025-11-23T15:10:36.572Z
﻿Đèn đường,den_duong,"POINT [108.25672388076784, 15.990436495873835]",2025-11-23T15:10:36.019Z
﻿Đèn đường,den_duong,"POINT [108.25560808181764, 15.990941867153213]",2025-11-23T15:10:37.223Z
﻿Đèn đường,den_duong,"POINT [108.25692236423492, 15.990874828179436]",2025-11-23T15:10:38.461Z
﻿Đèn đường,den_duong,"POINT [108.25617134571077, 15.991091415552164]",2025-11-23T15:10:39.422Z
﻿Đèn đường,den_duong,"POINT [108.25708329677583, 15.99160709882859]",2025-11-23T15:10:43.349Z
﻿Đèn đường,den_duong,"POINT [108.25588703155519, 15.99131315952404]",2025-11-23T15:10:40.351Z
﻿Đèn đường,den_duong,"POINT [108.2563751935959, 15.992148564837269]",2025-11-23T15:10:44.677Z
﻿Đèn đường,den_duong,"POINT [108.25720667839052, 15.992236230624549]",2025-11-23T15:10:47.772Z
﻿Đèn đường,den_duong,"POINT [108.25680971145631, 15.99185462632881]",2025-11-23T15:10:43.971Z
﻿Đèn đường,den_duong,"POINT [108.25610160827638, 15.992396091667079]",2025-11-23T15:10:46.417Z
﻿Đèn đường,den_duong,"POINT [108.2564288377762, 15.992855046853071]",2025-11-23T15:10:49.191Z
﻿Đèn đường,den_duong,"POINT [108.25687408447267, 15.992452816522416]",2025-11-23T15:10:49.975Z
﻿Đèn đường,den_duong,"POINT [108.25701892375947, 15.993004593820887]",2025-11-23T15:10:51.381Z
﻿Đèn đường,den_duong,"POINT [108.25582802295686, 15.99264361819041]",2025-11-23T15:10:57.563Z
﻿Đèn đường,den_duong,"POINT [108.25555443763734, 15.992896301200181]",2025-11-23T15:10:56.436Z
﻿Đèn đường,den_duong,"POINT [108.255672454834, 15.993427450159016]",2025-11-23T15:10:52.641Z
﻿Đèn đường,den_duong,"POINT [108.25599968433382, 15.993195394962244]",2025-11-23T15:10:54.099Z
﻿Đèn đường,den_duong,"POINT [108.25474977493288, 15.993504801831396]",2025-11-23T15:11:00.705Z
﻿Đèn đường,den_duong,"POINT [108.25513064861299, 15.99323664923914]",2025-11-23T15:10:58.883Z
